StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_mf_sue_AV_1,vA_cntf_AV_1,vB_cntf_AV_1,avoid_AV_1,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q181_First Click,Q181_Last Click,Q181_Page Submit,Q181_Click Count,intv_check_AV,vA_sue_AV_intv_1,vB_mf_sue_AV_intv_1,vA_cntf_AV_intv_1,vB_cntf_AV_intv_1,avoid_AV_intv_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_driver_sue_1,vB_mf_sue_1,vA_cntf_1,vB_cntf_1,avoid_1,Q184_First Click,Q184_Last Click,Q184_Page Submit,Q184_Click Count,Q186_First Click,Q186_Last Click,Q186_Page Submit,Q186_Click Count,intv_check,vA_sue_intv_1,vB_sue_intv_1,vB_mf_sue_intv_1,vA_cntf_intv_1,vB_cntf_intv_1,avoid_intv_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,FL_4_DO,FL_92_DO,FL_98_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_AV_intv_DO,questions_2_AV_intv_DO,questions_1_DO,questions_2_DO,questions_1_intv_DO,questions_2_intv_DO
2024-06-12 14:20:30,2024-06-12 14:20:30,2,,100,0,1,2024-06-12 14:20:30,R_8djHA7t10UbG6uG,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:30,2024-06-12 14:20:30,2,,100,0,1,2024-06-12 14:20:30,R_3IY6CcBSYZ3GxQa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:31,2024-06-12 14:20:31,2,,100,0,1,2024-06-12 14:20:31,R_aUXIaDM7LW2s8x8,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:31,2024-06-12 14:20:31,2,,100,0,1,2024-06-12 14:20:31,R_0weckbVQNNMXYOi,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:31,2024-06-12 14:20:31,2,,100,0,1,2024-06-12 14:20:31,R_8kLWng9hZHBXXj8,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:31,2024-06-12 14:20:31,2,,100,0,1,2024-06-12 14:20:32,R_5vtUMqOIDKExcEe,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:32,2024-06-12 14:20:32,2,,100,0,1,2024-06-12 14:20:32,R_1U3sbpXKPl8NYdU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:32,2024-06-12 14:20:32,2,,100,0,1,2024-06-12 14:20:32,R_1GGnxkiP0KTi4Ie,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:32,2024-06-12 14:20:32,2,,100,0,1,2024-06-12 14:20:32,R_0DLdOnKl2kyDnf0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:32,2024-06-12 14:20:33,2,,100,1,1,2024-06-12 14:20:33,R_b8SLBwqoDdlst1A,,,,,,,test,,1,2,2,4.34,7.05,9.92,44,4.88,9.11,9.32,27,28,36,77,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,66,4,Ultrices dui. Augue est sem venenatis culpa? Wisi per laoreet. Aliquet ullamcorper.,"Gravida bibendum tellus ab arcu lorem consequat tellus ridiculus suspendisse sapien, egestas felis elit temporibus.",5,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV,,,,,,
2024-06-12 14:20:33,2024-06-12 14:20:33,2,,100,0,1,2024-06-12 14:20:33,R_bJJIO3ILLpA8Lv8,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:33,2024-06-12 14:20:33,2,,100,0,1,2024-06-12 14:20:34,R_2c0UE02on2OwrKS,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,7.51,8.85,5,7.95,8.93,9.65,1,27,59,76,51,87,39,,,,,,,,,,,,,,,,2,2,31,3,,"Molestie felis dolorem ullamcorper mauris elit? Sed, arcu sapien. Consequat venenatis.",4,,,,,,FL_40,,FL_99,,,,,Q90|vA_sue|vB_mf_sue|vB_driver_sue,Q71|avoid|vA_cntf|vB_cntf,,
2024-06-12 14:20:34,2024-06-12 14:20:34,2,,100,0,1,2024-06-12 14:20:34,R_ex7v5PH2roTKWvY,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:34,2024-06-12 14:20:34,2,,100,0,1,2024-06-12 14:20:34,R_eli8HLYPlmLmYGa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:34,2024-06-12 14:20:34,2,,100,0,1,2024-06-12 14:20:34,R_e2MRWuksjPGpZ54,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:34,2024-06-12 14:20:34,2,,100,0,1,2024-06-12 14:20:35,R_e2kOqoPZ6DjZQpw,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:35,2024-06-12 14:20:35,2,,100,0,1,2024-06-12 14:20:35,R_8bJEfwAN9adnRRA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:35,2024-06-12 14:20:35,2,,100,0,1,2024-06-12 14:20:35,R_6QBRO1jIydDAeB8,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:35,2024-06-12 14:20:35,2,,100,0,1,2024-06-12 14:20:35,R_a9mlYyT9Ke0oX42,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:35,2024-06-12 14:20:35,2,,100,0,1,2024-06-12 14:20:36,R_etxUD1poSY7frZY,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:36,2024-06-12 14:20:36,2,,100,0,1,2024-06-12 14:20:36,R_dhEYIaN6ojfxx9I,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:36,2024-06-12 14:20:36,2,,100,0,1,2024-06-12 14:20:36,R_cUc3LrE4GfaCrsy,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:36,2024-06-12 14:20:36,2,,100,0,1,2024-06-12 14:20:36,R_07lX5ddhRiI1Zdk,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:36,2024-06-12 14:20:36,2,,100,0,1,2024-06-12 14:20:37,R_dgUqNIzlaG3EcDk,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:37,2024-06-12 14:20:37,2,,100,0,1,2024-06-12 14:20:37,R_9H9nVWipZxxXuWa,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:37,2024-06-12 14:20:37,2,,100,0,1,2024-06-12 14:20:37,R_0Vubf1wwgrRczKC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:37,2024-06-12 14:20:37,2,,100,0,1,2024-06-12 14:20:38,R_7ZKRXQupuyveU5g,,,,,,,test,,1,2,2,5.22,7.15,9.08,39,3.37,9.31,4.7,20,73,39,43,28,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,67,4,"Maecenas integer etiam facilisi aliquet aliquet! Luctus imperdiet, commodo? Quam morbi. Eros arcu vehicula suspendisse.",Temporibus. Potenti. Eget faucibus pharetra vel sem viverra ab aliquam.,3,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV,,,,,,
2024-06-12 14:20:38,2024-06-12 14:20:38,2,,100,0,1,2024-06-12 14:20:38,R_bgbdYzycphiMBkW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:38,2024-06-12 14:20:38,2,,100,0,1,2024-06-12 14:20:38,R_4Zu9mnphZwSkzP0,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:38,2024-06-12 14:20:38,2,,100,0,1,2024-06-12 14:20:38,R_9yH0CSVEHXwRmOW,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:38,2024-06-12 14:20:38,2,,100,0,1,2024-06-12 14:20:39,R_9o5EjyKHWV60Geq,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:39,2024-06-12 14:20:39,2,,100,0,1,2024-06-12 14:20:39,R_bkDXDVGAiNdnVkO,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:39,2024-06-12 14:20:39,2,,100,0,1,2024-06-12 14:20:39,R_3Uz4mpch69ChL82,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63,8.48,8.72,11,0.87,8.86,9.74,7,"3,4",85,8,63,31,43,29,1,1,18,2,,Sed suscipit quis orci purus! Quis? Maecenas purus ullamcorper purus tempora.,3,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv,Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv
2024-06-12 14:20:39,2024-06-12 14:20:39,2,,100,0,1,2024-06-12 14:20:40,R_bNk0OgueCxYZoQS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:40,2024-06-12 14:20:40,2,,100,0,1,2024-06-12 14:20:40,R_5mqW9cm5i8bVmtw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:40,2024-06-12 14:20:40,2,,100,0,1,2024-06-12 14:20:40,R_aa8jnQOWRipJ3pA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:40,2024-06-12 14:20:40,2,,100,0,1,2024-06-12 14:20:40,R_0lACHhz7A9TBwtU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:40,2024-06-12 14:20:41,2,,100,1,1,2024-06-12 14:20:41,R_5AyKQoy1BN2Lls2,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,6.73,4.35,35,5.66,7.37,7.9,28,7,61,51,94,72,57,,,,,,,,,,,,,,,,2,2,29,1,,Morbi platea? Lorem aliquet sapien cras egestas eros tempora facilisi.,3,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vA_sue|vB_mf_sue,Q71|vB_cntf|avoid|vA_cntf,,
2024-06-12 14:20:41,2024-06-12 14:20:41,2,,100,0,1,2024-06-12 14:20:41,R_0ifQqW7WAW0zuhE,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:41,2024-06-12 14:20:41,2,,100,0,1,2024-06-12 14:20:41,R_0uKgCRrudvVcQkK,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:42,2024-06-12 14:20:42,2,,100,0,1,2024-06-12 14:20:42,R_cSJc1Dg9N2ikDIy,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:42,2024-06-12 14:20:42,2,,100,0,1,2024-06-12 14:20:42,R_3ELApQeaIafNwjA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:42,2024-06-12 14:20:42,2,,100,0,1,2024-06-12 14:20:42,R_896M4Ba2MhTwFuK,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:42,2024-06-12 14:20:42,2,,100,0,1,2024-06-12 14:20:43,R_37ynrftJfkzsroq,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:43,2024-06-12 14:20:43,2,,100,0,1,2024-06-12 14:20:43,R_0i9NCh2sR2ZLALs,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:43,2024-06-12 14:20:43,2,,100,0,1,2024-06-12 14:20:43,R_3Cp0ANgBj3UpIxw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:43,2024-06-12 14:20:43,2,,100,0,1,2024-06-12 14:20:43,R_2t72aPWlCJVY39s,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:43,2024-06-12 14:20:43,2,,100,0,1,2024-06-12 14:20:44,R_86Tauz7zxeIwA8C,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:44,2024-06-12 14:20:44,2,,100,0,1,2024-06-12 14:20:44,R_23rmZLVe3XbWu6W,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:44,2024-06-12 14:20:44,2,,100,0,1,2024-06-12 14:20:44,R_5tk8Yg1sBmD6QMS,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:44,2024-06-12 14:20:44,2,,100,0,1,2024-06-12 14:20:44,R_6SyZRzLTETecSXA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:44,2024-06-12 14:20:45,2,,100,1,1,2024-06-12 14:20:45,R_9YmqBI6fDtep1vE,,,,,,,test,,1,2,2,,,,,,,,,,,,,,9.54,9.93,9.58,27,6.03,9.81,6.44,12,"2,3",99,26,94,32,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,80,2,,Nullam dictumst morbi elit fusce vivamus ut scelerisque natoque gravida erat metus felis nibh.,1,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv,,,,
2024-06-12 14:20:45,2024-06-12 14:20:45,2,,100,0,1,2024-06-12 14:20:45,R_bOdrridsChDTrAG,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:45,2024-06-12 14:20:45,2,,100,0,1,2024-06-12 14:20:45,R_7VZeBglCzhCnUpM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:46,2024-06-12 14:20:46,2,,100,0,1,2024-06-12 14:20:46,R_4INO5Tc33O1n7VA,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:46,2024-06-12 14:20:46,2,,100,0,1,2024-06-12 14:20:46,R_0rcrkqmY4clLDPo,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:46,2024-06-12 14:20:46,2,,100,0,1,2024-06-12 14:20:46,R_bsyvtweV8NJLe1U,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:46,2024-06-12 14:20:47,2,,100,1,1,2024-06-12 14:20:47,R_0Jl1mY5mvXUvchM,,,,,,,test,,1,2,2,,,,,,,,,,,,,,6.63,9.44,7.87,14,4.21,4.96,4.3,16,"2,3",4,85,51,75,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,14,1,,"Dignissim, fusce egestas id wisi sodales potenti facilisis mattis a metus. Nibh tellus.",2,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv,,,,
2024-06-12 14:20:47,2024-06-12 14:20:47,2,,100,0,1,2024-06-12 14:20:47,R_5AYFlWmThizVQDY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:47,2024-06-12 14:20:47,2,,100,0,1,2024-06-12 14:20:47,R_87GWnsfeEXzYsJw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:47,2024-06-12 14:20:47,2,,100,0,1,2024-06-12 14:20:48,R_9tpMwVSoiwM3FGK,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:48,2024-06-12 14:20:48,2,,100,0,1,2024-06-12 14:20:48,R_00Mr8odSvIuY1ts,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:48,2024-06-12 14:20:48,2,,100,0,1,2024-06-12 14:20:48,R_5go6NGDhwIERb1A,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:48,2024-06-12 14:20:48,2,,100,0,1,2024-06-12 14:20:48,R_eJpC8F40nWrF61E,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:48,2024-06-12 14:20:48,2,,100,0,1,2024-06-12 14:20:49,R_bxxqfxLIKHWuRAa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:49,2024-06-12 14:20:49,2,,100,0,1,2024-06-12 14:20:49,R_ezmkw0clgAbDU0e,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:49,2024-06-12 14:20:49,2,,100,0,1,2024-06-12 14:20:49,R_3drVteIWr7kZrEi,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:49,2024-06-12 14:20:49,2,,100,0,1,2024-06-12 14:20:49,R_3JmBW7MQQvwNxpY,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:49,2024-06-12 14:20:49,2,,100,0,1,2024-06-12 14:20:50,R_bkY9BJ0X9W6VvfM,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:50,2024-06-12 14:20:50,2,,100,0,1,2024-06-12 14:20:50,R_4VjnVE4tK8VRHMO,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:50,2024-06-12 14:20:50,2,,100,0,1,2024-06-12 14:20:50,R_efy6S3ycuAxDb9Q,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:50,2024-06-12 14:20:50,2,,100,0,1,2024-06-12 14:20:50,R_dd0O9SPyhl7AbX0,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:51,2024-06-12 14:20:51,2,,100,0,1,2024-06-12 14:20:51,R_42amMEmGIqdryWq,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:51,2024-06-12 14:20:51,2,,100,0,1,2024-06-12 14:20:51,R_0kdxjDV9JnnxUdo,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:20:51,2024-06-12 14:20:51,2,,100,0,1,2024-06-12 14:20:51,R_eK8YHh3pcrWsK3k,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
