StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,trust_scale_DO
2023-04-04 10:04:43,2023-04-04 10:09:32,0,24.14.59.29,100,289,1,2023-04-04 10:09:32,R_1IMJUwjo7WRR5jn,,,,,40.4693,-88.9424,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,15.091,0,0,0,32.845,0,0,94,0,11,100,100,2,2,37,60,25,9,80,0,2,,37,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_2|av_trust_5|av_trust_4|av_trust_1
2023-04-04 10:06:14,2023-04-04 10:09:34,0,209.6.244.79,100,200,1,2023-04-04 10:09:34,R_23acaeA9HmFTiUo,,,,,42.2796,-71.1282,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.643,0,0,0,13.72,0,100,0,0,100,10,10,2,1,89,88,91,95,0,60,1,,49,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_2|av_trust_4|av_trust_1|av_trust_5
2023-04-04 10:04:30,2023-04-04 10:09:36,0,73.196.5.75,100,306,1,2023-04-04 10:09:37,R_2pYoonVP0EaJtqa,,,,,40.2514,-74.7632,anonymous,EN,1,2,2,0,0,29.789,0,0,0,13.241,0,100,0,100,80,100,,,,,,,,,,,,,,,1,1,7,2,16,16,80,5,2,,59,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_5|av_trust_1|av_trust_4|av_trust_2
2023-04-04 10:05:41,2023-04-04 10:09:52,0,98.240.196.65,100,250,1,2023-04-04 10:09:53,R_dh8rJz8ElZQuYHT,,,,,45.0123,-93.3447,anonymous,EN,1,2,2,1.156,3.788,30.76,2,0,0,15.69,0,95,6,100,55,38,,,,,,,,,,,,,,,1,1,27,16,12,0,79,40,1,,41,2,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2
2023-04-04 10:06:34,2023-04-04 10:09:55,0,174.160.65.86,100,201,1,2023-04-04 10:09:56,R_1nUdhjMpA9LMtzT,,,,,37.359,-122.0866,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.391,0,0,0,11.078,0,95,100,100,100,0,0,2,1,13,21,12,8,81,73,2,,30,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_5|av_trust_2|av_trust_3|av_trust_1
2023-04-04 10:04:04,2023-04-04 10:10:03,0,165.225.8.180,100,358,1,2023-04-04 10:10:03,R_2wSQYYlvg08LSpA,,,,,39.0828,-77.1674,anonymous,EN,1,2,2,0,0,29.996,0,0,0,11.373,0,100,0,100,8,8,,,,,,,,,,,,,,,1,1,83,100,40,80,1,54,2,,54,7,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_3|av_trust_1|av_trust_4|av_trust_5
2023-04-04 10:07:53,2023-04-04 10:10:07,0,100.4.226.242,100,133,1,2023-04-04 10:10:07,R_3EtGrz8fH1fkpQu,,,,,42.6517,-73.7559,anonymous,EN,1,2,2,19.756,19.756,23.802,1,0,0,10.915,0,95,41,91,54,59,,,,,,,,,,,,,,,1,1,4,11,3,3,94,57,2,,26,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_4|av_trust_5|av_trust_1|av_trust_3
2023-04-04 10:03:49,2023-04-04 10:10:13,0,75.64.23.2,100,383,1,2023-04-04 10:10:13,R_w1pxBZA7u23CS7T,,,,,35.1499,-90.0558,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,26.667,0,0,0,20.152,0,47,82,9,16,80,94,1,2,8,8,13,25,89,80,2,,61,3,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_4|av_trust_3|av_trust_1|av_trust_2
2023-04-04 10:06:41,2023-04-04 10:10:22,0,98.191.4.149,100,221,1,2023-04-04 10:10:23,R_3DbgDclxUT46lIf,,,,,37.2759,-79.8839,anonymous,EN,1,2,2,22.784,22.784,23.699,1,0,0,12.651,0,0,100,0,100,100,,,,,,,,,,,,,,,1,2,0,0,0,0,100,50,1,,57,2,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_4|av_trust_1|av_trust_2|av_trust_5
2023-04-04 10:07:06,2023-04-04 10:10:29,0,66.68.206.23,100,203,1,2023-04-04 10:10:30,R_2TyMMOFSiOAHjLv,,,,,31.7596,-106.4884,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,29.652,0,0,0,11.325,0,100,0,0,100,60,49,2,1,0,50,0,50,100,50,1,,54,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_5|av_trust_1|av_trust_3|av_trust_2
2023-04-04 10:04:55,2023-04-04 10:10:32,0,99.0.107.91,100,337,1,2023-04-04 10:10:32,R_40h7SmFXHblXRXb,,,,,29.5554,-81.2207,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,25.146,0,0,0,11.936,0,100,0,50,100,0,0,2,1,0,0,0,0,100,50,1,,33,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_5|av_trust_1|av_trust_3|av_trust_2
2023-04-04 10:08:25,2023-04-04 10:10:32,0,50.81.170.221,100,126,1,2023-04-04 10:10:33,R_2tKhHbLw0rnWcuw,,,,,30.6253,-87.896,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.445,0,0,0,11.02,0,95,2,5,98,22,21,2,1,16,13,13,13,6,25,1,,32,1,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_3|av_trust_4|av_trust_1|av_trust_2
2023-04-04 10:05:17,2023-04-04 10:10:39,0,172.11.46.29,100,322,1,2023-04-04 10:10:40,R_2txUztlNPZ5ldbq,,,,,33.2,-87.56,anonymous,EN,1,2,2,52.416,52.416,53.085,1,0,0,52.945,0,50,50,50,50,50,,,,,,,,,,,,,,,1,2,50,50,50,50,50,50,2,,31,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_3|av_trust_5|av_trust_4|av_trust_2
2023-04-04 10:07:35,2023-04-04 10:10:55,0,76.37.101.128,100,199,1,2023-04-04 10:10:55,R_vCBkflS9TLuQYZH,,,,,43.0908,-77.4348,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.884,0,26.123,26.123,26.511,1,100,50,50,50,50,50,2,1,50,50,50,50,50,50,2,,25,1,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1
2023-04-04 10:07:52,2023-04-04 10:10:56,0,66.226.106.104,100,184,1,2023-04-04 10:10:57,R_3QMMvHCmflZllkL,,,,,38.9757,-88.0172,anonymous,EN,1,2,2,0,0,18.114,0,0,0,10.885,0,100,40,100,25,30,,,,,,,,,,,,,,,1,1,4,7,4,2,97,29,2,,22,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_1|av_trust_2|av_trust_5|av_trust_4
2023-04-04 10:05:52,2023-04-04 10:10:59,0,69.14.135.130,100,306,1,2023-04-04 10:10:59,R_8B8BaBxqOpGnPLb,,,,,42.4658,-82.9033,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,23.893,0,0,0,15.326,0,100,5,0,100,70,50,2,1,60,67,0,50,100,50,2,,64,3,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_5|av_trust_4|av_trust_1|av_trust_2
2023-04-04 10:07:36,2023-04-04 10:11:05,0,108.239.174.118,100,209,1,2023-04-04 10:11:06,R_33D143sszYuih6x,,,,,41.5622,-81.4842,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,21.535,0,0,0,14.5,0,100,0,0,100,4,6,2,1,7,15,9,5,92,10,2,,40,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_2|av_trust_3|av_trust_4|av_trust_5|av_trust_1
2023-04-04 10:06:44,2023-04-04 10:11:16,0,35.138.67.85,100,271,1,2023-04-04 10:11:17,R_3dXuMpScDrfsgqX,,,,,28.0331,-81.9391,anonymous,EN,1,2,2,0,0,16.153,0,0,0,11.9,0,100,16,100,18,15,,,,,,,,,,,,,,,1,1,71,64,67,74,26,25,1,,56,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_1|av_trust_4|av_trust_5|av_trust_3
2023-04-04 10:06:16,2023-04-04 10:11:16,0,74.122.62.156,100,300,1,2023-04-04 10:11:17,R_VPZzcpg4TTlBBVn,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,163.429,0,0,0,20.716,0,80,91,80,82,84,80,2,1,82,81,83,87,79,82,1,,41,5,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_4|av_trust_2|av_trust_3|av_trust_1
2023-04-04 10:07:06,2023-04-04 10:11:18,0,76.186.138.172,100,251,1,2023-04-04 10:11:18,R_WwloGIiPayDWrQt,,,,,33.1909,-96.6198,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,27.659,0,0,0,39.157,0,94,79,97,69,80,76,1,1,85,82,87,74,79,92,1,,35,5,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_1|av_trust_4|av_trust_3|av_trust_2
2023-04-04 10:06:49,2023-04-04 10:11:21,0,99.178.253.71,100,271,1,2023-04-04 10:11:21,R_306Rn9TMBXFIVQn,,,,,38.6154,-90.2159,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,23.19,0,0,0,17.308,0,100,0,0,100,30,15,2,1,5,10,10,10,85,10,1,,59,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_5|av_trust_2|av_trust_1|av_trust_4
2023-04-04 10:08:09,2023-04-04 10:11:25,0,73.182.106.164,100,195,1,2023-04-04 10:11:26,R_5u9wW8Sxd4Ui35f,,,,,32.107,-81.2499,anonymous,EN,1,2,2,0,0,25.877,0,0,0,23.179,0,88,68,24,33,76,,,,,,,,,,,,,,,1,1,73,76,94,67,80,84,1,,63,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_4|av_trust_5|av_trust_2|av_trust_3
2023-04-04 10:06:59,2023-04-04 10:11:32,0,172.59.105.213,100,273,1,2023-04-04 10:11:33,R_1eJN7ZFpuqqR0gQ,,,,,29.9381,-90.0309,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,23.101,0,0,0,11.633,0,100,0,35,100,50,33,2,1,9,50,9,19,100,50,2,,38,3,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_5|av_trust_3|av_trust_1|av_trust_2
2023-04-04 10:07:03,2023-04-04 10:11:33,0,162.221.217.169,100,269,1,2023-04-04 10:11:34,R_3CN8AaIOOoFecmI,,,,,37.9874,-84.4804,anonymous,EN,1,2,2,0,0,32.512,0,0,0,11.575,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,50,16,60,60,85,0,4,nonbinary,31,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_4|av_trust_5|av_trust_3|av_trust_2
2023-04-04 10:06:16,2023-04-04 10:11:33,0,98.72.138.171,100,317,1,2023-04-04 10:11:34,R_1gtCe9rqoHlcSrA,,,,,32.4401,-88.6783,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,23.795,0,0,0,22.521,0,100,0,29,100,18,11,2,1,31,84,80,81,13,0,2,,49,3,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_3|av_trust_5|av_trust_1|av_trust_2
2023-04-04 10:06:02,2023-04-04 10:11:37,0,198.54.11.123,100,335,1,2023-04-04 10:11:38,R_3qPfkf0OHUrIH8V,,,,,38.9933,-92.3078,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,151.681,0,0,0,14.806,0,95,5,15,100,55,5,2,1,0,5,0,0,100,0,1,,43,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_5|av_trust_2|av_trust_4|av_trust_3
2023-04-04 10:09:10,2023-04-04 10:11:51,0,107.77.204.90,100,161,1,2023-04-04 10:11:52,R_29df49rFSDW8ihM,,,,,39.9668,-75.1512,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.93,0,0,0,12.067,0,100,0,0,100,0,0,2,1,50,50,50,50,50,0,1,,39,1,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_5|av_trust_2|av_trust_3|av_trust_1
2023-04-04 10:08:15,2023-04-04 10:11:58,0,24.185.52.243,100,222,1,2023-04-04 10:11:59,R_ptPOrgayCaFPpAJ,,,,,40.9457,-74.1826,anonymous,EN,1,2,2,0,0,31.14,0,0,0,23.584,0,82,29,92,17,15,,,,,,,,,,,,,,,1,1,22,21,27,23,6,20,2,,37,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_2|av_trust_5|av_trust_1|av_trust_4
2023-04-04 10:08:41,2023-04-04 10:12:05,0,98.55.241.95,100,203,1,2023-04-04 10:12:05,R_12o4Qos5DsgC8YF,,,,,25.8696,-80.3073,anonymous,EN,1,2,2,0,0,22.695,0,0,0,18.606,0,100,0,100,95,86,,,,,,,,,,,,,,,1,1,0,0,9,0,100,30,2,,58,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_4|av_trust_1|av_trust_3|av_trust_5
2023-04-04 10:09:21,2023-04-04 10:12:08,0,47.189.197.173,100,166,1,2023-04-04 10:12:08,R_3mgkC5RmMRc4diY,,,,,29.5183,-95.0977,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.243,0,0,0,12.868,0,100,0,0,89,11,0,2,1,74,86,81,70,20,16,1,,52,6,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4
2023-04-04 10:09:39,2023-04-04 10:12:09,0,68.190.247.122,100,149,1,2023-04-04 10:12:09,R_1pEZ3hWgWAqvPeK,,,,,34.1563,-118.0868,anonymous,EN,1,2,2,1.732,1.732,33.964,1,0,0,15.042,0,73,76,75,81,77,,,,,,,,,,,,,,,1,2,70,69,77,74,78,67,1,,56,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_5|av_trust_2|av_trust_4|av_trust_3|av_trust_1
2023-04-04 10:06:28,2023-04-04 10:12:21,0,128.91.211.221,100,352,1,2023-04-04 10:12:22,R_3CUgL3jeJofkmno,,,,,39.9486,-75.2339,anonymous,EN,1,2,2,0,0,45.391,0,0,0,11.296,0,95,20,100,100,100,,,,,,,,,,,,,,,1,1,0,0,0,0,100,20,2,,34,6,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_5|av_trust_2|av_trust_4|av_trust_3
2023-04-04 10:11:57,2023-04-04 10:12:21,0,162.192.106.99,100,24,1,2023-04-04 10:12:22,R_3jZkCQNbQLTw5H4,,,,,33.7667,-84.3363,anonymous,EN,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 10:09:28,2023-04-04 10:12:23,0,73.40.5.131,100,175,1,2023-04-04 10:12:23,R_25Kt5U4rmG1MANL,,,,,38.9814,-77.4723,anonymous,EN,1,2,2,0,0,12.131,0,0,0,10.928,0,67,8,100,30,30,,,,,,,,,,,,,,,2,1,40,40,39,41,63,1,2,,28,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_4|av_trust_5|av_trust_1|av_trust_3|av_trust_2
2023-04-04 10:07:37,2023-04-04 10:12:35,0,73.186.40.114,100,298,1,2023-04-04 10:12:35,R_2VsCgfMSzbtKQ7T,,,,,42.8575,-72.594,anonymous,EN,1,2,2,0,0,23.716,0,0,0,16.721,0,100,0,100,80,50,,,,,,,,,,,,,,,1,1,55,60,60,50,10,60,4,SEX Woman,58,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_3|av_trust_1|av_trust_5|av_trust_4
2023-04-04 10:12:16,2023-04-04 10:12:39,0,72.214.215.162,100,23,1,2023-04-04 10:12:40,R_2wt2ot2QwiJP6HV,,,,,33.338,-111.7435,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 10:07:57,2023-04-04 10:12:40,0,76.88.33.16,100,282,1,2023-04-04 10:12:41,R_1QJwiDREWEuNWmI,,,,,32.7173,-117.157,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,32.55,0,0,0,13.64,0,85,20,3,100,100,100,2,1,75,80,75,40,20,22,1,,53,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_4|av_trust_1|av_trust_2|av_trust_3
2023-04-04 10:12:27,2023-04-04 10:12:40,0,162.192.106.99,100,13,1,2023-04-04 10:12:41,R_29crm7kfOS242GL,,,,,33.7667,-84.3363,anonymous,EN,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 10:10:26,2023-04-04 10:13:01,0,99.101.177.40,100,154,1,2023-04-04 10:13:01,R_exsYcvTLTuFLFpT,,,,,42.3667,-88.0925,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.606,0,0,0,11.092,0,100,0,50,100,20,10,2,1,70,80,75,75,30,60,1,,40,1,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_3|av_trust_4|av_trust_5|av_trust_2
2023-04-04 10:10:53,2023-04-04 10:13:02,0,76.106.183.92,100,129,1,2023-04-04 10:13:03,R_1UhEl49MSIncSHL,,,,,30.237,-81.3884,anonymous,EN,1,2,2,,,,,,,,,,,,,,6.963,6.963,19.981,1,0,0,11.05,0,100,0,0,100,0,0,2,1,0,0,0,0,100,0,2,,35,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_4|av_trust_3|av_trust_5|av_trust_2
2023-04-04 10:07:58,2023-04-04 10:13:03,0,172.56.97.32,100,304,1,2023-04-04 10:13:04,R_3h0x5HqvfAGmcpw,,,,,27.9654,-82.4307,anonymous,EN,1,2,2,,,,,,,,,,,,,,16.304,31.379,34.571,3,19.543,19.543,21.984,1,93,92,25,97,44,46,2,1,20,44,29,66,49,73,2,,29,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_2|av_trust_1|av_trust_3|av_trust_4
2023-04-04 10:02:21,2023-04-04 10:13:13,0,172.56.209.25,100,651,1,2023-04-04 10:13:14,R_2pVltI0vTZ4ktkD,,,,,36.2038,-115.2255,anonymous,EN,1,2,2,0,0,33.973,0,0,0,30.179,0,100,15,100,33,55,,,,,,,,,,,,,,,1,1,66,66,75,75,20,60,1,,29,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_4|av_trust_1|av_trust_3|av_trust_5
2023-04-04 10:00:26,2023-04-04 10:13:13,0,73.79.2.0,100,767,1,2023-04-04 10:13:14,R_RIygPUtbjurc9r3,,,,,40.5476,-79.7832,anonymous,EN,1,2,2,,,,,,,,,,,,,,21.036,32.765,33.578,2,0,0,12.537,0,94,12,24,53,77,8,2,2,10,25,16,16,94,18,2,,34,3,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_1|av_trust_5|av_trust_3|av_trust_2
2023-04-04 10:10:18,2023-04-04 10:13:26,0,76.84.37.87,100,187,1,2023-04-04 10:13:27,R_27ru1m8VojctKea,,,,,40.7869,-96.6962,anonymous,EN,1,2,2,,,,,,,,,,,,,,3.348,3.348,16.965,1,0,0,10.934,0,100,0,0,100,5,3,2,1,86,73,90,28,23,92,1,,38,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_5|av_trust_4|av_trust_1|av_trust_2
2023-04-04 10:01:13,2023-04-04 10:13:28,0,76.85.71.207,100,735,1,2023-04-04 10:13:29,R_d51P98yKKAjDxRL,,,,,33.0391,-97.0764,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,20.76,0,0,0,18.398,0,88,88,91,89,95,91,2,1,88,87,94,96,89,95,1,,57,5,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_3|av_trust_5|av_trust_4|av_trust_2
2023-04-04 10:07:26,2023-04-04 10:13:44,0,24.216.132.4,100,378,1,2023-04-04 10:13:45,R_1rePYbRhm4jLiHZ,,,,,33.9588,-83.4384,anonymous,EN,1,2,2,5.549,31.591,32.36,4,0,0,25.637,0,0,100,0,100,100,,,,,,,,,,,,,,,1,2,15,24,20,9,100,7,2,,37,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_3|av_trust_1|av_trust_4|av_trust_5
2023-04-04 10:08:02,2023-04-04 10:13:44,0,50.158.17.84,100,342,1,2023-04-04 10:13:45,R_1pYf8IKdHdxgJoE,,,,,36.1685,-115.1164,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,36.418,0,0,0,36.548,0,100,0,5,100,0,0,2,1,20,30,40,40,60,0,1,,35,1,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_1|av_trust_5|av_trust_2|av_trust_3
2023-04-04 10:10:38,2023-04-04 10:13:48,0,74.134.193.228,100,190,1,2023-04-04 10:13:49,R_25sclUHH92RwBKY,,,,,40.2738,-81.8662,anonymous,EN,1,2,2,6.14,6.14,22.011,1,0,0,11.532,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,0,0,0,0,100,50,1,,64,1,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_4|av_trust_5|av_trust_1|av_trust_3
2023-04-04 10:11:41,2023-04-04 10:14:06,0,72.250.236.10,100,144,1,2023-04-04 10:14:06,R_9Y1w6UgkZlofgHL,,,,,36.2802,-81.5115,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,18.231,0,0,0,11.945,0,100,0,0,100,2,4,2,1,72,31,69,72,8,64,1,,24,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_3|av_trust_2|av_trust_4|av_trust_1
